3  4
3  13
3  28
3  21
3  59
3  60
3  5
3  31
3  61
3  56
3  6
3  32
3  33
3  25
3  17
3  16
3  12
3  57
61  15
61  53
61  52
61  60
61  28
61  31
61  54
61  55
61  56
61  33
61  59
61  16
61  17
61  63
61  12
61  57
5  4
5  6
5  7
5  8
5  34
5  16
5  12
5  58
6  13
6  21
6  8
6  65
6  31
6  4
6  7
6  33
6  34
6  16
6  12
6  58
32  15
32  13
32  39
32  44
32  25
32  26
32  48
32  28
32  60
32  4
32  54
32  43
32  12
32  59
32  49
32  55
32  56
32  34
32  36
32  17
32  63
32  37
32  16
32  35
32  58
33  13
33  21
33  42
33  16
33  60
33  26
33  28
33  31
33  43
33  49
33  55
33  34
33  35
33  25
33  12
33  59
34  13
34  8
34  22
34  42
34  44
34  26
34  28
34  41
34  31
34  43
34  12
34  49
34  35
34  25
34  17
34  58
58  8
58  13
16  31
16  28
16  21
16  53
16  60
16  54
16  55
16  56
16  52
16  59
16  25
16  17
16  63
16  12
16  57
17  15
17  13
17  53
17  25
17  48
17  28
17  60
17  31
17  54
17  12
17  49
17  55
17  56
17  35
17  37
17  63
17  39
48  28
48  15
48  36
48  31
48  37
48  49
48  35
48  24
48  44
48  25
48  26
65  12
39  54
39  55
39  52
39  12
39  35
39  57
7  4
7  8
15  36
15  37
15  28
15  44
15  64
15  26
15  54
15  31
15  49
15  55
15  25
13  49
13  12
13  25
13  8
31  25
31  53
31  26
31  28
31  60
31  54
31  4
31  49
31  55
31  56
31  59
31  52
31  12
31  57
37  28
37  36
37  64
37  49
37  24
37  26
37  35
60  28
60  21
60  52
60  53
60  55
60  56
60  59
60  63
60  12
60  57
21  4
21  12
21  28
21  35
8  4
22  41
22  30
22  43
22  42
22  24
22  44
22  35
42  41
42  30
42  43
24  28
24  30
24  12
24  49
24  35
24  36
24  25
24  26
59  28
59  52
59  53
59  54
59  55
59  56
59  63
59  57
59  12
53  54
53  52
53  56
53  63
53  57
44  43
44  25
44  26
25  28
25  26
25  43
25  36
25  49
25  55
25  12
25  35
26  36
26  28
26  43
26  49
26  55
26  35
28  49
28  55
28  12
28  36
28  63
28  35
30  43
30  35
54  55
54  56
54  52
54  63
54  57
43  49
36  64
49  12
49  55
49  35
55  63
55  57
56  52
56  63
56  57
52  63
52  57
35  12
63  57
63  12
